Date,Close,High,Low,Open,Volume,daily_return,rsi14,sma20,sma50,sma200,ema20,macd,macd_signal,macd_diff,bb_high,bb_low,bb_mid,bb_width,atr,obv,target
2015-10-16,25.01460838317871,25.230872800940755,24.89971732043372,25.181311882944215,156930400.0,-0.007330468349018071,47.28481986258031,25.17894563674927,25.30917736053467,27.177996768951417,25.14551554524076,-0.13732729003790567,-0.16044377703939175,0.02311648700148608,26.00483706714571,24.353054206352827,25.17894563674927,0.06560174856496248,0.5774003516439213,-330768400.0,1
2015-10-19,25.1700496673584,25.174554424219043,24.805102487839708,24.96054323964307,119036800.0,0.006214020295605138,49.31680235830745,25.139747619628906,25.29210147857666,27.182244873046876,25.147852128299583,-0.11958754791293558,-0.15227253121410053,0.032684983301164955,25.88528205062994,24.394213188627873,25.139747619628906,0.05931121046091379,0.5625468934107366,-211731600.0,1
2015-10-20,25.62961196899414,25.719722579856207,24.96504943648068,25.082192027499502,195871200.0,0.018258299356147978,54.85713782764623,25.143915271759035,25.265293693542482,27.19221650123596,25.19373401788954,-0.06766582790775288,-0.135351190552831,0.06768536264507813,25.899359007692787,24.388471535825282,25.143915271759035,0.06008958650781381,0.5762701969796502,-15860400.0,0
2015-10-21,25.62735366821289,26.03735520635848,25.613835962994656,25.68141933293635,167180800.0,-8.811295247002082e-05,54.825421995507305,25.137607288360595,25.266510162353516,27.20216570854187,25.235031127444145,-0.0263954464513958,-0.11356004173254397,0.08716459528114817,25.874463211962315,24.400751364758875,25.137607288360595,0.05862578050082789,0.5653594145785198,-183041200.0,1
2015-10-22,26.019330978393555,26.019330978393555,25.703944804609147,25.755758947208253,166616400.0,0.015295270641496383,59.231310882212966,25.143238925933836,25.267681465148925,27.212417583465577,25.30972635134409,0.03750854605960896,-0.08334632417411339,0.12085487023372235,25.904827364354134,24.38165048751354,25.143238925933836,0.0605799786307373,0.5529749785501015,-16424800.0,1
2015-10-23,26.825817108154297,26.859608789690213,26.206309248622286,26.28966011519906,237467600.0,0.030995652056943657,66.47594748788771,25.192461490631104,25.285388145446777,27.222097177505493,25.454115947230775,0.15148340471940358,-0.03638037839541,0.18786378311481358,26.211805958151423,24.173117023110784,25.192461490631104,0.08092456292128553,0.5734966094605698,221042800.0,0
2015-10-26,25.969770431518555,26.611805536366205,25.888671079462387,26.600542787796204,265335200.0,-0.0319112992228493,55.25248412088785,25.224450492858885,25.282324333190918,27.22736303329468,25.503225898115325,0.1707650160207308,0.005048700487818157,0.16571631553291263,26.297776611455483,24.151124374262288,25.224450492858885,0.08510204167979468,0.5994715679770941,-44292400.0,0
2015-10-27,25.80532455444336,26.253622584728166,25.679169030713865,25.996808499542563,279537600.0,-0.006332203725436636,53.387761263624824,25.2862886428833,25.270564994812013,27.234876489639284,25.531997198717995,0.1708074618488702,0.038200452760028564,0.13260700908884163,26.34372800507715,24.22884928068945,25.2862886428833,0.08363737178895658,0.5976845669797518,-323830000.0,1
2015-10-28,26.868623733520508,26.87538344616757,26.145489164784397,26.34147958234932,342205600.0,0.04120464274083546,62.257491639873734,25.387324142456055,25.283045120239258,27.246627521514892,25.65929496393728,0.25371578028050124,0.0813035182641231,0.17241226201637813,26.628157601506967,24.146490683405144,25.387324142456055,0.0977522051625618,0.6314255901757847,18375600.0,1
2015-10-29,27.15247344970703,27.188518378200193,26.64335000640024,26.740218603329627,204909200.0,0.010564356366061345,64.21510906951721,25.510662746429443,25.30791561126709,27.260264978408813,25.801502438772495,0.3384243742998727,0.13272768947127303,0.20569668482859968,26.926117987918534,24.09520750494035,25.510662746429443,0.11096969573534136,0.6252643602917968,223284800.0,0
2015-10-30,26.920440673828125,27.307915074002604,26.909176203632672,27.256100917307105,197461200.0,-0.00854554839391286,61.41103775724115,25.61338872909546,25.338778381347655,27.276056785583496,25.90806798496827,0.38242508123297014,0.18266716782361248,0.19975791340935767,27.121917619401305,24.10485983878961,25.61338872909546,0.11779221455318309,0.6090839681545208,25823600.0,1
2015-11-02,27.29889678955078,27.339446465575755,26.94521417261154,27.213292681816455,128813200.0,0.014058318001108683,64.16001135383408,25.730531883239745,25.408253288269044,27.294664011001586,26.040527871118986,0.44273068044067543,0.2346798703470251,0.20805081009365034,27.374470354687197,24.086593411792293,25.730531883239745,0.1277811495624989,0.5955069555540285,154636800.0,1
2015-11-03,27.61203384399414,27.81928701067913,27.19076779801596,27.211043498407243,182076000.0,0.011470685312207074,66.29921024689347,25.85736217498779,25.495885429382323,27.311800479888916,26.190195106630906,0.509912887234897,0.2897264737245995,0.22018641351029755,27.66301100982525,24.051713340150332,25.85736217498779,0.13966226118641678,0.5978649739189673,336712800.0,0
2015-11-04,27.48362922668457,27.893630839842174,27.398025098650983,27.738190091767457,179544400.0,-0.004650313629015801,64.5965672227824,25.98374195098877,25.57815616607666,27.327371807098388,26.313379308540778,0.5464944428896068,0.34108006755760095,0.20541437533200585,27.87131992997315,24.096163972004387,25.98374195098877,0.14528915677694013,0.5905607430098405,157168400.0,0
2015-11-05,27.356931686401367,27.757377325663608,27.189514622939775,27.567334888537378,158210800.0,-0.004609927576820549,62.88061860257712,26.118204402923585,25.631085014343263,27.339139699935913,26.412765249289407,0.5588204226775169,0.3846281385815842,0.17419228409593268,27.994732477523616,24.241676328323553,26.118204402923585,0.1436950293864749,0.5889394544179828,-1042400.0,1
2015-11-06,27.388607025146484,27.55828698287916,27.28906262367349,27.39991971275818,132169200.0,0.0011578542180175067,63.14421427901722,26.224739456176756,25.67009475708008,27.350420846939087,26.505702561275797,0.5646360130929793,0.42062971348386324,0.14400629960911604,28.13542536098552,24.314053551367994,26.224739456176756,0.14571629266339461,0.5661026619028175,131126800.0,0
2015-11-09,27.27774429321289,27.558281281996575,27.160100306327298,27.365977714895447,135485600.0,-0.0040477681771770024,61.49814333566885,26.331588459014892,25.705220069885254,27.361014261245728,26.579230345269806,0.5539140382147458,0.44728657843003977,0.10662745978470606,28.226797463629666,24.436379454400118,26.331588459014892,0.14394946264367348,0.5541082557432789,-4358800.0,0
2015-11-10,26.41803550720215,26.71214810263013,26.25740536621641,26.447447802389146,236511600.0,-0.03151685772729562,50.50337965761475,26.393311977386475,25.725539131164552,27.371713600158692,26.56387845593003,0.4706204619963046,0.45195335514329277,0.018667106853011817,28.213883621243028,24.57274033352992,26.393311977386475,0.13795704346740573,0.587410446547079,-240870400.0,0
2015-11-11,26.26871681213379,26.565090550058116,26.06510054230756,26.327539673655497,180872000.0,-0.005652149836336329,48.869175137449815,26.465366554260253,25.765579566955566,27.374803791046144,26.53576782318753,0.38808730310749695,0.43918014473613365,-0.0510928416286367,28.140640705866957,24.79009240265355,26.465366554260253,0.1266012430375371,0.5811661294901843,-421742400.0,0
2015-11-12,26.18048095703125,26.42934449661561,26.164644233405156,26.302650707606865,130102400.0,-0.0033589708904921967,47.88315825799111,26.51442403793335,25.783039894104004,27.373459777832032,26.501930978791695,0.31196316678349945,0.4137367491456068,-0.10177358236210737,28.093214662303552,24.935633413563146,26.51442403793335,0.11908918874582962,0.5585614247559179,-551844800.0,0
2015-11-13,25.415794372558594,26.14655014804912,25.39995764558877,26.062840747737887,183249600.0,-0.029208271067582725,40.29518854427572,26.534483337402342,25.79408233642578,27.3702276802063,26.398489397245687,0.1877659744146456,0.3685425941994146,-0.180776619784769,28.0452706693248,25.023696005479884,26.534483337402342,0.11387350661491043,0.5744158452335294,-735094400.0,1
2015-11-16,25.832075119018555,25.845648962392257,25.112632076959997,25.198602628449553,152426800.0,0.01637882099445287,45.370445092147754,26.567584609985353,25.818406410217285,27.36744200706482,26.344545180271673,0.12152827954793821,0.3191397312691193,-0.1976114517211811,27.983365383400372,25.151803836570334,26.567584609985353,0.10657956259094037,0.5857444909620101,-582667600.0,0
2015-11-17,25.721221923828125,26.02890841133104,25.63751251620306,25.999496111478862,110467600.0,-0.004291300434815404,44.29073264608325,26.572165107727052,25.826816749572753,27.364079790115355,26.285181060610384,0.05940472207822722,0.2671927294309409,-0.2077880073527137,27.976322755139776,25.16800746031433,26.572165107727052,0.10568635575761962,0.5718624484024366,-693135200.0,1
2015-11-18,26.53568458557129,26.58093188623807,26.130714858130276,26.18953772985619,186698800.0,0.031665006590866795,53.1183859798703,26.61758165359497,25.86124813079834,27.36377775192261,26.30903853917809,0.0750268227515214,0.22875954809505702,-0.15373272534353563,27.953673148472976,25.281490158716966,26.61758165359497,0.1003916518236774,0.5924229851172585,-506436400.0,1
2015-11-19,26.872779846191406,27.092232864564693,26.415775926027784,26.61486645220546,173183200.0,0.01270346953111634,56.21115484893408,26.660254096984865,25.891518211364748,27.364212064743043,26.362728187465073,0.1133021438099604,0.2056680672380377,-0.09236592342807731,27.97147535307058,25.34903284089915,26.660254096984865,0.09836524823174947,0.5984254103615193,-333253200.0,1
2015-11-20,26.990419387817383,27.130687013996987,26.88861040235086,26.96779401810924,137148400.0,0.00437764690885345,57.27054903023946,26.668484210968018,25.916752052307128,27.366362342834474,26.42250830178434,0.1513830893408965,0.19481107165860947,-0.04342798231771297,27.985810990862404,25.35115743107363,26.668484210968018,0.09879277498288458,0.5741026787503808,-196104800.0,0
2015-11-23,26.63975524902344,27.087711128606927,26.54699603705064,26.983639228221964,129930000.0,-0.01299217080532733,53.14325898928742,26.70198345184326,25.93001647949219,27.365877170562744,26.443198487235684,0.15152021691187656,0.1861529007092629,-0.03463268379738635,27.980023329938785,25.42394357374774,26.70198345184326,0.09572621302836579,0.5717178510936598,-326034800.0,1
2015-11-24,26.895402908325195,27.001735954171995,26.497221864655707,26.54473204397739,171212800.0,0.00959647177355838,55.652475710408964,26.756487369537354,25.94402339935303,27.36410195350647,26.486265574958495,0.1702944723956925,0.18298121504654885,-0.012686742650856342,27.968174624318177,25.54480011475653,26.756487369537354,0.09057147435282158,0.5669175824095618,-154822000.0,0
2015-11-25,26.703105926513672,26.97459495201856,26.678219389357203,26.970069185586027,85553200.0,-0.007149808555275472,53.33868675813712,26.748211479187013,25.953598823547363,27.35817169189453,26.50691703701137,0.1677230389989539,0.17992957983702987,-0.012206540838075958,27.95898273950843,25.537440218865598,26.748211479187013,0.09053100699936709,0.5475931524275471,-240375200.0,0
2015-11-27,26.653331756591797,26.789077126801384,26.605821567448075,26.76192770754465,52185600.0,-0.0018639842892752556,52.72761303728578,26.72325439453125,25.973397483825682,27.35022826194763,26.520861296019028,0.15982642048638596,0.1759089479669011,-0.01608252748051514,27.920163123178696,25.526345665883802,26.72325439453125,0.0895780664268486,0.5215690386365301,-292560800.0,1
2015-11-30,26.764183044433594,27.01530949201183,26.639750398850293,26.694047495980463,156721200.0,0.004159003041500853,53.99179043592052,26.715441513061524,25.997530784606933,27.342146768569947,26.544034795868033,0.1606610651777487,0.17285937140907062,-0.012198306231321926,27.909135311894783,25.521747714228265,26.715441513061524,0.08936358384716543,0.5111397568168878,-135839600.0,0
2015-12-01,26.54698944091797,26.879562375143816,26.438395253868805,26.86598853328104,139409600.0,-0.008115084370594938,51.1078953459279,26.677846145629882,26.00939037322998,27.332141847610472,26.544316190634692,0.142158108285944,0.1667191187844453,-0.024561010498501318,27.842681948201623,25.51301034305814,26.677846145629882,0.08732607544200514,0.5061417114210396,-275249200.0,0
2015-12-02,26.30718040466309,26.721199916323,26.261933106305477,26.54699419289124,133546400.0,-0.009033379727994784,48.05578255973645,26.61260347366333,26.02460880279541,27.319944076538086,26.521731830065967,0.10691138864626737,0.15475757275680974,-0.04784618411054237,27.70473593317631,25.520471014150353,26.61260347366333,0.08207633353826406,0.5027935041779311,-408795600.0,0
2015-12-03,26.06283187866211,26.42255416324149,25.841117776532982,26.368257078689705,166278000.0,-0.00928828259974479,45.100348063163636,26.54156360626221,26.030795173645018,27.30682604789734,26.47802707278941,0.05858588384990426,0.13552323497542865,-0.07693735112552438,27.581409386620606,25.50171782590381,26.54156360626221,0.0783560302463158,0.5084108529301151,-575073600.0,1
