Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2015-01-02,24.3204288482666,24.789797903918426,23.879977645896325,24.778674738802675,212818400
2015-01-05,23.635286331176758,24.16916607950061,23.448429352699723,24.089084032394183,257142000
2015-01-06,23.63751220703125,23.89777802149258,23.274918008457785,23.699797868903328,263188400
2015-01-07,23.968955993652344,24.069057683208676,23.735383121812127,23.846607975610976,160423600
2015-01-08,24.8898983001709,24.94773570086716,24.180283171231643,24.298182944962345,237458000
2015-01-09,24.91659927368164,25.192436513950497,24.51618900784212,25.06341523971809,214798000
2015-01-12,24.30263328552246,25.05451277070223,24.202531584719402,25.0478395502696,198603200
2015-01-13,24.518417358398438,25.092338252779168,24.22700866193354,24.787581414176074,268367600
2015-01-14,24.42498207092285,24.578471237079537,24.13579673076979,24.255919793733824,195826400
2015-01-15,23.7620792388916,24.48281586305077,23.72648816588898,24.469469422819376,240056000
2015-01-16,23.577451705932617,23.931147738638376,23.40171617608169,23.80879968078104,314053200
2015-01-20,24.18474006652832,24.240352510869247,23.690901289235732,23.988983176267695,199599600
2015-01-21,24.36936378479004,24.7052615887612,24.08462676104458,24.23589261543956,194303600
2015-01-22,25.003353118896484,25.018924534057916,24.407187700040755,24.52731077292478,215185600
2015-01-23,25.13237762451172,25.30366321336069,24.809824415805338,24.981111701811493,185859200
2015-01-26,25.159061431884766,25.439348536901676,25.092327538318454,25.301429108080782,222460000
2015-01-27,24.278167724609375,25.021150837785946,24.253698114174526,25.007802697539717,382274800
2015-01-28,25.650678634643555,26.275763549784088,25.650678634643555,26.166761956683068,585908400
2015-01-29,26.449283599853516,26.513794250489045,25.706300328014503,25.87536266426081,337745600
2015-01-30,26.062213897705078,26.693970382113093,25.99325332015124,26.33805111644964,334982000
2015-02-02,26.389209747314453,26.509332800113246,25.82196397800295,26.260190199188354,250956400
2015-02-03,26.393665313720703,26.491542057577952,26.16231735133231,26.360297509087918,207662800
2015-02-04,26.596092224121094,26.807420510137334,26.31803002974995,26.360296026384585,280598800
2015-02-05,26.785917282104492,26.850682501188466,26.63182066759936,26.803782198105004,168984800
2015-02-06,26.56036376953125,26.85515626915488,26.453165722461225,26.80379014780035,174826400
2015-02-09,26.73678970336914,26.763587934082143,26.44869679621969,26.475496730787643,155559200
2015-02-10,27.250446319580078,27.279480012235624,26.835058348126257,26.83729039844191,248034000
2015-02-11,27.889158248901367,27.898091559982237,27.3576390185011,27.417936738478385,294247200
2015-02-12,28.24201774597168,28.469812930001105,28.04325625033411,28.152686334663176,297898000
2015-02-13,28.380481719970703,28.425146574014246,28.061123072379967,28.425146574014246,217088800
2015-02-17,28.5479736328125,28.782468344590505,28.344744655424268,28.472041346541108,252609600
2015-02-18,28.746734619140625,28.760133732552173,28.463107556995,28.50330660108435,179566800
2015-02-19,28.686437606811523,28.815968060168334,28.659639377741044,28.693137164079143,149449600
2015-02-20,28.920940399169922,28.920940399169922,28.597115879331383,28.724410910623213,195793600
2015-02-23,29.70258903503418,29.70258903503418,28.95667521095234,29.037073332618764,283896400
2015-02-24,29.51721954345703,29.836579903132932,29.293891859774032,29.689182814051748,276912400
2015-02-25,28.76236915588379,29.389922771844976,28.619439583213403,29.380987756716305,298846800
2015-02-26,29.126394271850586,29.226891041668456,28.27551639557092,28.762369079791174,365150000
2015-02-27,28.68867301940918,29.159894523514826,28.63954066105051,29.032596120210176,248059200
2015-03-02,28.829370498657227,29.09513099327998,28.652943124085446,28.865103746677615,192386800
2015-03-03,28.889673233032227,28.925406485139664,28.606046081958947,28.800343510474104,151265200
2015-03-04,28.706539154052734,28.934334347098382,28.65741019840567,28.831605520231744,126665200
2015-03-05,28.230850219726562,28.753436124448754,28.085686900463237,28.71547083130668,226068400
2015-03-06,28.273284912109375,28.89190185712468,28.19735431616849,28.67527372751503,291368400
2015-03-09,28.39388084411621,28.936568873655904,27.929358864959124,28.577009471918817,354114000
2015-03-10,27.806528091430664,28.411745860101902,27.647965653485496,28.230850996391403,275426400
2015-03-11,27.29957389831543,27.864592630686776,27.270541914608945,27.860126826983816,275756000
2015-03-12,27.793128967285156,27.893627445138293,27.163344980721053,27.315207870580377,193450800
2015-03-13,27.60106658935547,28.005290840517024,27.375506863940092,27.78196316508045,207309200
2015-03-16,27.904796600341797,27.904796600341797,27.440276259847035,27.665836019503484,143497200
2015-03-17,28.371545791625977,28.434077263061518,28.061120484246096,28.11695239857852,204092400
2015-03-18,28.690906524658203,28.84500316480817,28.221918750466266,28.362614571567367,261083600
2015-03-19,28.47428321838379,28.86510671353808,28.45195078800316,28.75344285777971,183238000
2015-03-20,28.116954803466797,28.675272290689996,27.95169279998705,28.64177450230927,274780400
2015-03-23,28.40951156616211,28.552441132968255,28.255414934758203,28.38941289451195,150838800
2015-03-24,28.293384552001953,28.594874877800912,28.264350862901242,28.413981704634534,131369200
2015-03-25,27.554168701171875,28.322416469959414,27.554168701171875,28.25988499182182,206620800
2015-03-26,27.746231079101562,27.889160661047796,27.379973812382463,27.415707059796528,190291600
2015-03-27,27.52513313293457,27.848957547074246,27.44920254903883,27.819925565676716,158184800
2015-03-30,28.22191619873047,28.228615755721684,27.692629046312423,27.7037961105343,188398800
2015-03-31,27.78866195678711,28.248716410272372,27.773029088091636,28.159385001788998,168362400
